Sofware o fuente;Area de identificacion;Modulo(QUERY);Nombre Query;Modulo(TABLA);Tabla;Nombre tecnico;Nombre completo;Nombre dato;Definición;Tipo de Dato:;Valor Máximo Permitido:;valores permitidos;tipo de ingreso del dato ;Encargado
WOLKVOX;SAC;Agentes;Estados de agente - hora a hora;Vacio;Vacio;Vacio;Vacio;AUX TIME;Cantidad de tiempo utilizada para hacer que un agente no esté disponible para recibir llamadas.;Fecha;Indefinido;Fecha;Automatico;John Lozano 
WOLKVOX;SAC;Agentes;Hold Time y Mute x Agente;Vacio;Vacio;Vacio;Vacio;AGENT;Nombre del agente;Texto;Indefinido;Texto;Automatico;John Lozano 
WOLKVOX;SAC;Agentes;Hold Time y Mute x Agente;Vacio;Vacio;Vacio;Vacio;COUNT;Cantidad de veces que se activo el Hold o Mute;Numérico;Indefinido;Numérico;Automatico;John Lozano 
WOLKVOX;SAC;Agentes;Hold Time y Mute x Agente;Vacio;Vacio;Vacio;Vacio;HOLD TIME;Total timepo en Hold;Fecha;Indefinido;Fecha;Automatico;John Lozano 
WOLKVOX;SAC;Agentes;Hold Time y Mute x Agente;Vacio;Vacio;Vacio;Vacio;MUTE TIME;Total timepo en Mute;Fecha;Indefinido;Fecha;Automatico;John Lozano 
WOLKVOX;SAC;Agentes;Hold Time y Mute x Agente;Vacio;Vacio;Vacio;Vacio;HOLD + MUTE;Suma de tiempo en Hold y Mute;Fecha;Indefinido;Fecha;Automatico;John Lozano 
WOLKVOX;SAC;Agentes;Detalle Hold y Mute Time;Vacio;Vacio;Vacio;Vacio;TYPE OF ACTION;Tipo de accion: Mute or Hold;Texto;Indefinido;Texto;Automatico;John Lozano 
WOLKVOX;SAC;Agentes;Detalle Hold y Mute Time;Vacio;Vacio;Vacio;Vacio;ID AGENT;Extension del agente;Numérico;Indefinido;Numérico;Automatico;John Lozano 
WOLKVOX;SAC;Agentes;Detalle Hold y Mute Time;Vacio;Vacio;Vacio;Vacio;AGENT NAME;Nombre del agente;Texto;Indefinido;Texto;Automatico;John Lozano 
WOLKVOX;SAC;Agentes;Detalle Hold y Mute Time;Vacio;Vacio;Vacio;Vacio;ID CALL;Numero identificador de la llamada;Numérico;Indefinido;Numérico;Automatico;John Lozano 
WOLKVOX;SAC;Agentes;Detalle Hold y Mute Time;Vacio;Vacio;Vacio;Vacio;CALL TYPE;Tipo de llamada: Inbound or outbound;Texto;Indefinido;Texto;Automatico;John Lozano 
WOLKVOX;SAC;Agentes;Detalle Hold y Mute Time;Vacio;Vacio;Vacio;Vacio;HOLD OR MUTE TIME;Cantidad de tiempo en Hold o en Mute ;Fecha;Indefinido;Fecha;Automatico;John Lozano 
WOLKVOX;SAC;Agentes;Detalle Hold y Mute Time;Vacio;Vacio;Vacio;Vacio;SKILL;Numero identificador del Skill de servicio ;Numérico;Indefinido;Numérico;Automatico;John Lozano 
WOLKVOX;SAC;Agentes;Detalle Hold y Mute Time;Vacio;Vacio;Vacio;Vacio;DATE;Fecha y hora de la accion de activar el Mute or Hold ;Fecha;Indefinido;Fecha;Automatico;John Lozano 
WOLKVOX;SAC;Agentes;Detalle Hold y Mute Time;Vacio;Vacio;Vacio;Vacio;TELEPHONE;Numero telefonico del cliente de la llamada ;Texto;Indefinido;Texto;Automatico;John Lozano 
WOLKVOX;SAC;Agentes;Detalle Hold y Mute Time;Vacio;Vacio;Vacio;Vacio;ID CUSTOMMER;VACIO;VACIO;Indefinido;VACIO;Automatico;John Lozano 
WOLKVOX;SAC;Agentes;Agente tiempo por estado agrupado por skill;Vacio;Vacio;Vacio;Vacio;SKILL;Categoriza si tiene o no Skill, si tiene retrae el numero identificador del skill y el nombre de la cola;Texto;4040 - COLA CERTIFICACION DE BENEFICIARIOS - COLA CERTIFICACION DE BENEFICIARIOS;Texto;Automatico;John Lozano 
WOLKVOX;SAC;Agentes;Agente tiempo por estado agrupado por skill;Vacio;Vacio;Vacio;Vacio;EXT;Numero de extension del agente ;Numérico;Indefinido;Numérico;Automatico;John Lozano 
WOLKVOX;SAC;Agentes;Agente tiempo por estado agrupado por skill;Vacio;Vacio;Vacio;Vacio;ID;Numero de identificacion del agente (CC);Numérico;Indefinido;Numérico;Automatico;John Lozano 
WOLKVOX;SAC;Agentes;Agente tiempo por estado agrupado por skill;Vacio;Vacio;Vacio;Vacio;NAME AGENT;Nombre del agente;Texto;Indefinido;Texto;Automatico;John Lozano 
WOLKVOX;SAC;Agentes;Agente tiempo por estado agrupado por skill;Vacio;Vacio;Vacio;Vacio;CALLS;Cantidad de llamadas atendidas (Inbound + Outbound + Internal);Numérico;Indefinido;Numérico;Automatico;John Lozano 
WOLKVOX;SAC;Agentes;Agente tiempo por estado agrupado por skill;Vacio;Vacio;Vacio;Vacio;INBOUND;Cantidad de llamadas recibidas (Realizadas por el cliente);Numérico;Indefinido;Numérico;Automatico;John Lozano 
WOLKVOX;SAC;Agentes;Agente tiempo por estado agrupado por skill;Vacio;Vacio;Vacio;Vacio;OUTBOUND;Cantidad de llamadas emitidas (Realizadas por la empresa al cliente);Numérico;Indefinido;Numérico;Automatico;John Lozano 
WOLKVOX;SAC;Agentes;Agente tiempo por estado agrupado por skill;Vacio;Vacio;Vacio;Vacio;INTERNAL;Cantidad de llamadas realizadas entre funcionarios de la empresa ;Numérico;Indefinido;Numérico;Automatico;John Lozano 
WOLKVOX;SAC;Agentes;Agente tiempo por estado agrupado por skill;Vacio;Vacio;Vacio;Vacio;READY TIME;Cantidad de tiempo disponible y en espera para la atencion de llamadas ;Fecha;Indefinido;Fecha;Automatico;John Lozano 
WOLKVOX;SAC;Agentes;Agente tiempo por estado agrupado por skill;Vacio;Vacio;Vacio;Vacio;INBOUND TIME;Duracion de las llamadas recibidas;Fecha;Indefinido;Fecha;Automatico;John Lozano 
WOLKVOX;SAC;Agentes;Agente tiempo por estado agrupado por skill;Vacio;Vacio;Vacio;Vacio;OUTBOUND TIME;Duracion de las llamadas emitidas (Realizadas por la empresa al cliente);Fecha;Indefinido;Fecha;Automatico;John Lozano 
WOLKVOX;SAC;Agentes;Agente tiempo por estado agrupado por skill;Vacio;Vacio;Vacio;Vacio;ACW TIME;Cantidad de tiempo destinado a realizar todas aquellas tareas que se llevan a cabo después de una llamada de teléfono;Fecha;Indefinido;Fecha;Automatico;John Lozano 
WOLKVOX;SAC;Agentes;Agente tiempo por estado agrupado por skill;Vacio;Vacio;Vacio;Vacio;RING TIME;Cantidad de tiempo transcurrido desde que ingresa la llamada hasta que es respondida;Fecha;Indefinido;Fecha;Automatico;John Lozano 
WOLKVOX;SAC;Agentes;Agente tiempo por estado agrupado por skill;Vacio;Vacio;Vacio;Vacio;LOGIN TIME;Cantidad de tiempo estando logeado en el sistema;Fecha;Indefinido;Fecha;Automatico;John Lozano 
WOLKVOX;SAC;Agentes;Agente tiempo por estado agrupado por skill;Vacio;Vacio;Vacio;Vacio;AHT;Promedio de tiempo operativo por llamada ( Total de duración de la asistencia + total de tiempos de espera + total de tiempos de redireccionamiento + total de ACW) / número total de llamadas.;Fecha;Indefinido;Fecha;Automatico;John Lozano 
WOLKVOX;SAC;Agentes;Agente tiempo por estado agrupado por skill;Vacio;Vacio;Vacio;Vacio;OCCUPANCY;Porcentaje de tiempo que los asesores toman en la actividad relacionada con las llamadas en comparación a la cantidad de tiempo logeado.;Numérico;1;Numérico;Automatico;John Lozano 
WOLKVOX;SAC;Agentes;Agente tiempo por estado agrupado por skill;Vacio;Vacio;Vacio;Vacio;AUX TIME;Cantidad de tiempo utilizada para hacer que un agente no esté disponible para recibir llamadas.;Fecha;Indefinido;Fecha;Automatico;John Lozano 
WOLKVOX;SAC;Agentes;Agente tiempo por estado agrupado por skill;Vacio;Vacio;Vacio;Vacio;HITS;HITS;;Indefinido;0;Automatico;John Lozano 
WOLKVOX;SAC;Agentes;Agente tiempo por estado agrupado por skill;Vacio;Vacio;Vacio;Vacio;RPC;RPC;;Indefinido;0;Automatico;John Lozano 
WOLKVOX;SAC;Agentes;Agente tiempo por estado agrupado por skill;Vacio;Vacio;Vacio;Vacio;AHT OUTBOUND;Promedio de tiempo operativo por llamada emitida (Realizadas por la empresa al cliente);Fecha;Indefinido;Fecha;Automatico;John Lozano 
WOLKVOX;SAC;Agentes;Agente tiempo por estado agrupado por skill;Vacio;Vacio;Vacio;Vacio;AHT INBOUND;Promedio de tiempo operativo por llamada recibida (Realizadas por el cliente);Fecha;Indefinido;Fecha;Automatico;John Lozano 
WOLKVOX;SAC;Skills & Services;Calls and service level by queue ALL;Vacio;Vacio;Vacio;Vacio;ID;Numero identificador del Skill de servicio ;Numérico;Indefinido;Numérico;Automatico;John Lozano 
WOLKVOX;SAC;Skills & Services;Calls and service level by queue ALL;Vacio;Vacio;Vacio;Vacio;QUEUE;Nombre de la cola / Skill de servicio;Texto;Indefinido;Texto;Automatico;John Lozano 
WOLKVOX;SAC;Skills & Services;Calls and service level by queue ALL;Vacio;Vacio;Vacio;Vacio;INBOUND CALLS;Cantidad de llamadas recibidas (Realizadas por el cliente);Numérico;Indefinido;Numérico;Automatico;John Lozano 
WOLKVOX;SAC;Skills & Services;Calls and service level by queue ALL;Vacio;Vacio;Vacio;Vacio;ANSWER CALLS;Llamadas contestadas ;Numérico;Indefinido;Numérico;Automatico;John Lozano 
WOLKVOX;SAC;Skills & Services;Calls and service level by queue ALL;Vacio;Vacio;Vacio;Vacio;ABANDON CALLS;Cantidad de llamadas abandonadas;Numérico;Indefinido;Numérico;Automatico;John Lozano 
WOLKVOX;SAC;Skills & Services;Calls and service level by queue ALL;Vacio;Vacio;Vacio;Vacio;SERVICE LEVEL 10SEG;Porcentaje de Llamadas atendidas antes de 10 segundos en relacion al total de llamadas;Numérico;1;Numérico;Automatico;John Lozano 
WOLKVOX;SAC;Skills & Services;Calls and service level by queue ALL;Vacio;Vacio;Vacio;Vacio;SERVICE LEVEL 20SEG;Porcentaje de Llamadas atendidas antes de 20 segundos en relacion al total de llamadas;Numérico;1;Numérico;Automatico;John Lozano 
WOLKVOX;SAC;Skills & Services;Calls and service level by queue ALL;Vacio;Vacio;Vacio;Vacio;SERVICE LEVEL 30SEG;Porcentaje de Llamadas atendidas antes de 30 segundos en relacion al total de llamadas;Numérico;1;Numérico;Automatico;John Lozano 
WOLKVOX;SAC;Skills & Services;Calls and service level by queue ALL;Vacio;Vacio;Vacio;Vacio;ABANDON %;Porcentaje de llamadas abandonadas en relacion al total de llamadas;Numérico;1;Numérico;Automatico;John Lozano 
WOLKVOX;SAC;Skills & Services;Calls and service level by queue ALL;Vacio;Vacio;Vacio;Vacio;ASA;El tiempo que transcurre desde que la llamada inicia el timbre o repicar al agente y hasta que este conteste la llamada, transcurre un lapso que es denominado ASA (Average Speed Answer), Esto indica el tiempo promedio en el que los agentes están contestando las llamadas.;Numérico;Indefinido;Numérico;Automatico;John Lozano 
WOLKVOX;SAC;Skills & Services;Calls and service level by queue ALL;Vacio;Vacio;Vacio;Vacio;ATA;Promedio de tiempo que las llamadas timbran antes de que el cliente decida abandonar la llamada.;Numérico;Indefinido;Numérico;Automatico;John Lozano 
WOLKVOX;SAC;Skills & Services;Abandon Calls Detail ALL;Vacio;Vacio;Vacio;Vacio;ID;Numero identificador de la llamada abandonada;Texto;Indefinido;Texto;Automatico;John Lozano 
WOLKVOX;SAC;Skills & Services;Abandon Calls Detail ALL;Vacio;Vacio;Vacio;Vacio;QUEUE;Nombre de la cola / Skill de servicio;Texto;Indefinido;Texto;Automatico;John Lozano 
WOLKVOX;SAC;Skills & Services;Abandon Calls Detail ALL;Vacio;Vacio;Vacio;Vacio;DATE;Fecha y hora de la llamada abandonada;Fecha;Indefinido;Fecha;Automatico;John Lozano 
WOLKVOX;SAC;Skills & Services;Abandon Calls Detail ALL;Vacio;Vacio;Vacio;Vacio;RESULT;Nos trae el resultado de la llamada que en este casi siempre elvalor sera ABANDON;Texto;Indefinido;Texto;Automatico;John Lozano 
WOLKVOX;SAC;Skills & Services;Abandon Calls Detail ALL;Vacio;Vacio;Vacio;Vacio;ANI;Numero telefonico del cliente de la llamada abandonada;Texto;Indefinido;Texto;Automatico;John Lozano 
WOLKVOX;SAC;Skills & Services;Abandon Calls Detail ALL;Vacio;Vacio;Vacio;Vacio;ABANDONTIME;Tiempo transcurrido de la llamada hasta el abandono;Numérico;Indefinido;Numérico;Automatico;John Lozano 
WOLKVOX;SAC;Skills & Services;Abandon Calls Detail ALL;Vacio;Vacio;Vacio;Vacio;TYPE OF INTERACTION;Tipo de llamada: Inbound or outbound;Texto;Indefinido;Texto;Automatico;John Lozano 
WOLKVOX;SAC;Skills & Services;Calls and service level by day ALL;Vacio;Vacio;Vacio;Vacio;QUEUE;"Nombre de la cola, en este caso trae el dato de todas ""ALL""";Texto;Indefinido;Texto;Automatico;John Lozano 
WOLKVOX;SAC;Skills & Services;Calls and service level by day ALL;Vacio;Vacio;Vacio;Vacio;DAY;Dia analizado ;Fecha;Indefinido;Fecha;Automatico;John Lozano 
WOLKVOX;SAC;Skills & Services;Calls and service level by day ALL;Vacio;Vacio;Vacio;Vacio;INBOUND CALLS;Cantidad de llamadas recibidas (Realizadas por el cliente);Numérico;Indefinido;Numérico;Automatico;John Lozano 
WOLKVOX;SAC;Skills & Services;Calls and service level by day ALL;Vacio;Vacio;Vacio;Vacio;ANSWER CALLS;Llamadas contestadas ;Numérico;Indefinido;Numérico;Automatico;John Lozano 
WOLKVOX;SAC;Skills & Services;Calls and service level by day ALL;Vacio;Vacio;Vacio;Vacio;ABANDON CALLS;Cantidad de llamadas abandonadas;Numérico;Indefinido;Numérico;Automatico;John Lozano 
WOLKVOX;SAC;Skills & Services;Calls and service level by day ALL;Vacio;Vacio;Vacio;Vacio;SERVICE LEVEL 10SEG;Porcentaje de Llamadas atendidas antes de 10 segundos en relacion al total de llamadas;Numérico;1;Numérico;Automatico;John Lozano 
WOLKVOX;SAC;Skills & Services;Calls and service level by day ALL;Vacio;Vacio;Vacio;Vacio;SERVICE LEVEL 20SEG;Porcentaje de Llamadas atendidas antes de 20 segundos en relacion al total de llamadas;Numérico;1;Numérico;Automatico;John Lozano 
WOLKVOX;SAC;Skills & Services;Calls and service level by day ALL;Vacio;Vacio;Vacio;Vacio;SERVICE LEVEL 30SEG;Porcentaje de Llamadas atendidas antes de 30 segundos en relacion al total de llamadas;Numérico;1;Numérico;Automatico;John Lozano 
WOLKVOX;SAC;Skills & Services;Calls and service level by day ALL;Vacio;Vacio;Vacio;Vacio;WAIT TIME(SEG);Tiempo de espera en segundos;Numérico;Indefinido;Numérico;Automatico;John Lozano 
WOLKVOX;SAC;Skills & Services;Calls and service level by day ALL;Vacio;Vacio;Vacio;Vacio;ABANDON %;Porcentaje de llamadas abandonadas en relacion al total de llamadas;Numérico;1;Numérico;Automatico;John Lozano 
WOLKVOX;SAC;Skills & Services;Calls and service level by day ALL;Vacio;Vacio;Vacio;Vacio;ASA;El tiempo que transcurre desde que la llamada inicia el timbre o repicar al agente y hasta que este conteste la llamada, transcurre un lapso que es denominado ASA (Average Speed Answer), Esto indica el tiempo promedio en el que los agentes están contestando las llamadas.;Numérico;Indefinido;Numérico;Automatico;John Lozano 
WOLKVOX;SAC;Skills & Services;Calls and service level by day ALL;Vacio;Vacio;Vacio;Vacio;ATA;Promedio de tiempo que las llamadas timbran antes de que el cliente decida abandonar la llamada.;Numérico;Indefinido;Numérico;Automatico;John Lozano 
WOLKVOX;SAC;Skills & Services;Calls and service level by hour ALL;Vacio;Vacio;Vacio;Vacio;QUEUE;"Nombre de la cola, en este caso trae el dato de todas ""ALL""";Texto;Indefinido;Texto;Automatico;John Lozano 
WOLKVOX;SAC;Skills & Services;Calls and service level by hour ALL;Vacio;Vacio;Vacio;Vacio;HOUR;Hora: Trae cada hora de la jornada laboral en formato numero 8 -18;Numérico;18;Numérico;Automatico;John Lozano 
WOLKVOX;SAC;Skills & Services;Calls and service level by hour ALL;Vacio;Vacio;Vacio;Vacio;INBOUND CALLS;Cantidad de llamadas recibidas (Realizadas por el cliente);Numérico;Indefinido;Numérico;Automatico;John Lozano 
WOLKVOX;SAC;Skills & Services;Calls and service level by hour ALL;Vacio;Vacio;Vacio;Vacio;ANSWER CALLS;Llamadas contestadas ;Numérico;Indefinido;Numérico;Automatico;John Lozano 
WOLKVOX;SAC;Skills & Services;Calls and service level by hour ALL;Vacio;Vacio;Vacio;Vacio;ABANDON CALLS;Cantidad de llamadas abandonadas;Numérico;Indefinido;Numérico;Automatico;John Lozano 
WOLKVOX;SAC;Skills & Services;Calls and service level by hour ALL;Vacio;Vacio;Vacio;Vacio;SERVICE LEVEL 10SEG;Porcentaje de Llamadas atendidas antes de 10 segundos en relacion al total de llamadas;Numérico;1;Numérico;Automatico;John Lozano 
WOLKVOX;SAC;Skills & Services;Calls and service level by hour ALL;Vacio;Vacio;Vacio;Vacio;SERVICE LEVEL 20SEG;Porcentaje de Llamadas atendidas antes de 20 segundos en relacion al total de llamadas;Numérico;1;Numérico;Automatico;John Lozano 
WOLKVOX;SAC;Skills & Services;Calls and service level by hour ALL;Vacio;Vacio;Vacio;Vacio;SERVICE LEVEL 30SEG;Porcentaje de Llamadas atendidas antes de 30 segundos en relacion al total de llamadas;Numérico;1;Numérico;Automatico;John Lozano 
WOLKVOX;SAC;Skills & Services;Calls and service level by hour ALL;Vacio;Vacio;Vacio;Vacio;ASA;Tiempo de espera en segundos;Numérico;Indefinido;Numérico;Automatico;John Lozano 
WOLKVOX;SAC;Skills & Services;Calls and service level by hour ALL;Vacio;Vacio;Vacio;Vacio;ABANDON %;Porcentaje de llamadas abandonadas en relacion al total de llamadas;Numérico;1;Numérico;Automatico;John Lozano 
WOLKVOX;SAC;Skills & Services;Calls and service level by hour ALL;Vacio;Vacio;Vacio;Vacio;AHT;Promedio de tiempo operativo por llamada ( Total de duración de la asistencia + total de tiempos de espera + total de tiempos de redireccionamiento + total de ACW) / número total de llamadas.;VACIO;VACIO;VACIO;Automatico;John Lozano 
WOLKVOX;SAC;Skills & Services;Calls and service level by hour ALL;Vacio;Vacio;Vacio;Vacio;ATA;Promedio de tiempo que las llamadas timbran antes de que el cliente decida abandonar la llamada.;Numérico;Indefinido;Numérico;Automatico;John Lozano 
WOLKVOX;SAC;Skills & Services;Llamadas y nivel de servicio por hora para todos los skills/servicio por d?br> INI DATE:;Vacio;Vacio;Vacio;Vacio;DATE;Fecha en formato numero ;Numérico;Indefinido;Numérico;Automatico;John Lozano 
WOLKVOX;SAC;Skills & Services;Llamadas y nivel de servicio por hora para todos los skills/servicio por d?br> INI DATE:;Vacio;Vacio;Vacio;Vacio;QUEUE;Numero identificador de la cola / Skill de servicio ;Numérico;Indefinido;Numérico;Automatico;John Lozano 
WOLKVOX;SAC;Skills & Services;Llamadas y nivel de servicio por hora para todos los skills/servicio por d?br> INI DATE:;Vacio;Vacio;Vacio;Vacio;QUEUE NAME;Nombre de la cola / Skill de servicio;Texto;Indefinido;Texto;Automatico;John Lozano 
WOLKVOX;SAC;Skills & Services;Llamadas y nivel de servicio por hora para todos los skills/servicio por d?br> INI DATE:;Vacio;Vacio;Vacio;Vacio;HOUR;Hora de la ocurrencia de al menos una llamada (Trae la hora de la jornada laboral en formato numero 8 -18);Numérico;18;Numérico;Automatico;John Lozano 
WOLKVOX;SAC;Skills & Services;Llamadas y nivel de servicio por hora para todos los skills/servicio por d?br> INI DATE:;Vacio;Vacio;Vacio;Vacio;INBOUND CALLS;Cantidad de llamadas recibidas (Realizadas por el cliente);Numérico;Indefinido;Numérico;Automatico;John Lozano 
WOLKVOX;SAC;Skills & Services;Llamadas y nivel de servicio por hora para todos los skills/servicio por d?br> INI DATE:;Vacio;Vacio;Vacio;Vacio;ANSWER CALLS;Llamadas contestadas ;Numérico;Indefinido;Numérico;Automatico;John Lozano 
WOLKVOX;SAC;Skills & Services;Llamadas y nivel de servicio por hora para todos los skills/servicio por d?br> INI DATE:;Vacio;Vacio;Vacio;Vacio;ABANDON CALLS;Cantidad de llamadas abandonadas;Numérico;Indefinido;Numérico;Automatico;John Lozano 
WOLKVOX;SAC;Skills & Services;Llamadas y nivel de servicio por hora para todos los skills/servicio por d?br> INI DATE:;Vacio;Vacio;Vacio;Vacio;SERVICE LEVEL 10SEG;Porcentaje de Llamadas atendidas antes de 10 segundos en relacion al total de llamadas;Numérico;1;Numérico;Automatico;John Lozano 
WOLKVOX;SAC;Skills & Services;Llamadas y nivel de servicio por hora para todos los skills/servicio por d?br> INI DATE:;Vacio;Vacio;Vacio;Vacio;SERVICE LEVEL 20SEG;Porcentaje de Llamadas atendidas antes de 20 segundos en relacion al total de llamadas;Numérico;1;Numérico;Automatico;John Lozano 
WOLKVOX;SAC;Skills & Services;Llamadas y nivel de servicio por hora para todos los skills/servicio por d?br> INI DATE:;Vacio;Vacio;Vacio;Vacio;SERVICE LEVEL 30SEG;Porcentaje de Llamadas atendidas antes de 30 segundos en relacion al total de llamadas;Numérico;1;Numérico;Automatico;John Lozano 
WOLKVOX;SAC;Skills & Services;Llamadas y nivel de servicio por hora para todos los skills/servicio por d?br> INI DATE:;Vacio;Vacio;Vacio;Vacio;WAIT TIME(SEG);Tiempo de espera en segundos;Numérico;Indefinido;Numérico;Automatico;John Lozano 
WOLKVOX;SAC;Skills & Services;Llamadas y nivel de servicio por hora para todos los skills/servicio por d?br> INI DATE:;Vacio;Vacio;Vacio;Vacio;ABANDON %;Porcentaje de llamadas abandonadas en relacion al total de llamadas;Numérico;1;Numérico;Automatico;John Lozano 
WOLKVOX;SAC;Skills & Services;Llamadas y nivel de servicio por hora para todos los skills/servicio por d?br> INI DATE:;Vacio;Vacio;Vacio;Vacio;AHT;Promedio de tiempo operativo por llamada ( Total de duración de la asistencia + total de tiempos de espera + total de tiempos de redireccionamiento + total de ACW) / número total de llamadas.;Fecha;Indefinido;Fecha;Automatico;John Lozano 
WOLKVOX;SAC;Skills & Services;Llamadas y nivel de servicio por hora para todos los skills/servicio por d?br> INI DATE:;Vacio;Vacio;Vacio;Vacio;ASA;El tiempo que transcurre desde que la llamada inicia el timbre o repicar al agente y hasta que este conteste la llamada, transcurre un lapso que es denominado ASA (Average Speed Answer), Esto indica el tiempo promedio en el que los agentes están contestando las llamadas.;Numérico;Indefinido;Numérico;Automatico;John Lozano 
WOLKVOX;SAC;Skills & Services;Llamadas y nivel de servicio por hora para todos los skills/servicio por d?br> INI DATE:;Vacio;Vacio;Vacio;Vacio;ATA;Promedio de tiempo que las llamadas timbran antes de que el cliente decida abandonar la llamada.;Numérico;Indefinido;Numérico;Automatico;John Lozano 
WOLKVOX;SAC;Skills & Services;Llamadas contestadas por intervalo de tiempo;Vacio;Vacio;Vacio;Vacio;QUEUE;Numero identificador de la cola / Skill de servicio ;Numérico;Indefinido;Numérico;Automatico;John Lozano 
WOLKVOX;SAC;Skills & Services;Llamadas contestadas por intervalo de tiempo;Vacio;Vacio;Vacio;Vacio;QUEUE NAME;Nombre de la cola / Skill de servicio ;Texto;Indefinido;Texto;Automatico;John Lozano 
WOLKVOX;SAC;Skills & Services;Llamadas contestadas por intervalo de tiempo;Vacio;Vacio;Vacio;Vacio;ANSWER CALLS;Llamadas contestadas ;Numérico;Indefinido;Numérico;Automatico;John Lozano 
WOLKVOX;SAC;Skills & Services;Llamadas contestadas por intervalo de tiempo;Vacio;Vacio;Vacio;Vacio;ANSWER (0seg - 10seg];Llamadas contestadas en un intervalo de 0seg - 10seg;Numérico;Indefinido;Numérico;Automatico;John Lozano 
WOLKVOX;SAC;Skills & Services;Llamadas contestadas por intervalo de tiempo;Vacio;Vacio;Vacio;Vacio;ANSWER (11seg - 20seg];Llamadas contestadas en un intervalo de 11seg - 20seg;Numérico;Indefinido;Numérico;Automatico;John Lozano 
WOLKVOX;SAC;Skills & Services;Llamadas contestadas por intervalo de tiempo;Vacio;Vacio;Vacio;Vacio;ANSWER (21seg - 30seg];Llamadas contestadas en un intervalo de 21seg - 30seg;Numérico;Indefinido;Numérico;Automatico;John Lozano 
WOLKVOX;SAC;Skills & Services;Llamadas contestadas por intervalo de tiempo;Vacio;Vacio;Vacio;Vacio;ANSWER (31seg - 40seg];Llamadas contestadas en un intervalo de 31seg - 40seg;Numérico;Indefinido;Numérico;Automatico;John Lozano 
WOLKVOX;SAC;Skills & Services;Llamadas contestadas por intervalo de tiempo;Vacio;Vacio;Vacio;Vacio;ANSWER (41seg - 50seg];Llamadas contestadas en un intervalo de 41seg - 50seg;Numérico;Indefinido;Numérico;Automatico;John Lozano 
WOLKVOX;SAC;Skills & Services;Llamadas contestadas por intervalo de tiempo;Vacio;Vacio;Vacio;Vacio;ANSWER >=51seg;Llamadas contestadas por encima de 51 segundos ;Numérico;Indefinido;Numérico;Automatico;John Lozano 
WOLKVOX;SAC;Skills & Services;Llamadas abandonadas por intervalo;Vacio;Vacio;Vacio;Vacio;QUEUE;Numero identificador de la cola / Skill de servicio ;Numérico;Indefinido;Numérico;Automatico;John Lozano 
WOLKVOX;SAC;Skills & Services;Llamadas abandonadas por intervalo;Vacio;Vacio;Vacio;Vacio;QUEUE NAME;Nombre de la cola / Skill de servicio;Texto;Indefinido;Texto;Automatico;John Lozano 
WOLKVOX;SAC;Skills & Services;Llamadas abandonadas por intervalo;Vacio;Vacio;Vacio;Vacio;ABANDON CALLS;Cantidad de llamadas abandonadas;Numérico;Indefinido;Numérico;Automatico;John Lozano 
WOLKVOX;SAC;Skills & Services;Llamadas abandonadas por intervalo;Vacio;Vacio;Vacio;Vacio;ABANDON (0seg - 10seg];Llamadas abandonadas en un intervalo de 0seg - 10seg;Numérico;Indefinido;Numérico;Automatico;John Lozano 
WOLKVOX;SAC;Skills & Services;Llamadas abandonadas por intervalo;Vacio;Vacio;Vacio;Vacio;ABANDON (11seg - 20seg];Llamadas abandonadas en un intervalo de 11seg - 20seg;Numérico;Indefinido;Numérico;Automatico;John Lozano 
WOLKVOX;SAC;Skills & Services;Llamadas abandonadas por intervalo;Vacio;Vacio;Vacio;Vacio;ABANDON (21seg - 30seg];Llamadas abandonadas en un intervalo de 21seg - 30seg;Numérico;Indefinido;Numérico;Automatico;John Lozano 
WOLKVOX;SAC;Skills & Services;Llamadas abandonadas por intervalo;Vacio;Vacio;Vacio;Vacio;ABANDON (31seg - 40seg];Llamadas abandonadas en un intervalo de 31seg - 40seg;Numérico;Indefinido;Numérico;Automatico;John Lozano 
WOLKVOX;SAC;Skills & Services;Llamadas abandonadas por intervalo;Vacio;Vacio;Vacio;Vacio;ABANDON (41seg - 50seg];Llamadas abandonadas en un intervalo de 41seg - 50seg;Numérico;Indefinido;Numérico;Automatico;John Lozano 
WOLKVOX;SAC;Skills & Services;Llamadas abandonadas por intervalo;Vacio;Vacio;Vacio;Vacio;ABANDON >=51seg;Llamadas abandonadas por encima de 51 segundos ;Numérico;Indefinido;Numérico;Automatico;John Lozano 
WOLKVOX;SAC;Skills & Services;Answer Calls Detail;Vacio;Vacio;Vacio;Vacio;ID CALL;Numero identificador de la llamada contestada;Texto;Indefinido;Texto;Automatico;John Lozano 
WOLKVOX;SAC;Skills & Services;Answer Calls Detail;Vacio;Vacio;Vacio;Vacio;QUEUE;Nombre de la cola / Skill de servicio;Texto;Indefinido;Texto;Automatico;John Lozano 
WOLKVOX;SAC;Skills & Services;Answer Calls Detail;Vacio;Vacio;Vacio;Vacio;DATE;Fecha y hora de la llamada;Fecha;Indefinido;Fecha;Automatico;John Lozano 
WOLKVOX;SAC;Skills & Services;Answer Calls Detail;Vacio;Vacio;Vacio;Vacio;RESULT;"Resultado de la llamada: en esta query siempre sera ""Answer""";Texto;Indefinido;Texto;Automatico;John Lozano 
